-0.507150785,-0.996861703,-0.699067844,2.311461474,1.859547607,1.399811371,0.392549793,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,0.030739705,2.133828328,-0.401498981,-0.680388429,0.602451422,-0.504482918,0.688729065,1.372030977,0.872300177,1.193081337,0
-0.575021486,-1.003622684,-0.675173209,2.324375756,1.648865097,1.399811371,0.392549793,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,0.030739705,0.305876054,-0.414782677,-0.680388429,0.602451422,-0.504482918,0.688729065,0.055212397,-0.671626248,-0.199424841,0
-0.511143179,-0.993481213,-0.714465464,2.363118601,1.879507002,1.399811371,0.589485535,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,0.030739705,0.305876054,-0.414782677,-0.680388429,0.602451422,-0.504482918,0.688729065,0.674891729,-0.793515177,1.05383072,0
0.039807216,-1.017144645,-0.714465464,2.597189957,2.950661238,1.393411152,-0.198257429,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,1.380008646,0.305876054,-0.401498981,-0.680388429,0.602451422,-0.562533666,0.688729065,-1.029226433,0.466003749,-0.373488113,0
-0.123880945,-0.996861703,-0.675173209,2.794132753,1.992610245,1.399811371,0.589485535,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,0.030739705,0.305876054,-0.414782677,-0.680388429,0.666694514,-0.562533666,0.618964097,-0.758116726,0.019077679,-1.383055093,0
-0.239660376,-1.010383665,-0.668581586,2.77153276,1.230826642,1.387010933,-0.001321687,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.979242564,-1.318529236,-1.522076219,-0.401498981,-0.680388429,0.666694514,-0.562533666,0.618964097,0.016482439,0.262855535,-0.199424841,0
-0.03205588,-1.010383665,-0.672984584,2.566518538,0.90704089,1.393411152,0.786421272,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,0.030739705,0.305876054,-0.414782677,-0.663107853,0.666694514,-0.562533666,0.618964097,0.21013223,-0.874774462,-1.591931019,0
-0.239660376,-0.979959251,-0.659775589,2.161332949,0.10422964,1.393411152,0.589485535,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,0.030739705,0.305876054,-0.401498981,-0.663107853,0.666694514,-0.562533666,0.618964097,1.023461353,0.831670534,0.427202939,0
-0.12787334,-0.996861703,-0.650969592,1.819104485,-0.22953581,1.387010933,0.19561405,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,1.380008646,-1.522076219,-0.327700672,-0.663107853,0.666694514,-0.627034493,0.618964097,-0.719386768,-0.834144819,0.322764976,0
-0.24365277,-0.915729934,-0.620174351,1.534990287,0.150801563,1.393411152,0.983357015,-0.217663555,-0.207938859,-0.227028433,-0.001696101,-0.001538985,-0.00128707,-0.959003756,-0.959789061,-0.993577085,0.030739705,0.305876054,-0.267186058,-0.663107853,0.666694514,-0.627034493,0.618964097,0.132672314,0.953559462,-1.348242438,0
